experiment_id,timestamp,run_id,image_name,image_size,image_dimensions,payload_size_bytes,method_name,color_channels,theoretical_capacity_bytes,capacity_utilization_ratio,success,error,processing_stages,actual_image_shape,image_size_bytes,actual_message_size,message_entropy,compressed_size_bytes,tree_size_bytes,total_payload_size,compression_ratio,compression_efficiency,encrypted_size_bytes,encryption_overhead,total_embedded_size,embedding_rate,psnr_db,mse,max_pixel_error,message_integrity,bit_error_rate,character_accuracy,total_time,psnr_per_channel,psnr_std
20260116_212128,2026-01-16T21:21:54.999415,lena_256_10_DWT_DCT_grayscale,lena,256,256x256,10,DWT_DCT_grayscale,1,7372,0.0013564839934888768,True,,"{'image_loading': 0.0072479248046875, 'message_generation': 0.0, 'compression': 0.00038361549377441406, 'encryption': 0.1265733242034912, 'embedding': 0.12098169326782227, 'quality_analysis': 0.002012491226196289, 'extraction': 0.03546762466430664, 'decryption_decompression': 0.11572813987731934}","(256, 256)",65536,10,3.121928094887362,5,448,457,0.02188183807439825,-44.7,528,103,560,0.008544921875,48.707316342349046,0.8756866455078125,4.0,True,0.0,1.0,0.40839481353759766,,
20260116_212128,2026-01-16T21:21:55.407810,lena_256_25_DWT_DCT_grayscale,lena,256,256x256,25,DWT_DCT_grayscale,1,7372,0.003391209983722192,True,,"{'image_loading': 0.0029730796813964844, 'message_generation': 0.0, 'compression': 0.0, 'encryption': 0.11796689033508301, 'embedding': 0.04673004150390625, 'quality_analysis': 0.0, 'extraction': 0.04121088981628418, 'decryption_decompression': 0.11097836494445801}","(256, 256)",65536,25,3.753269689515107,13,718,735,0.034013605442176874,-28.4,848,145,880,0.013427734375,46.66485859176903,1.4015045166015625,4.0,True,0.0,1.0,0.31985926628112793,,
20260116_212128,2026-01-16T21:21:55.727669,lena_256_50_DWT_DCT_grayscale,lena,256,256x256,50,DWT_DCT_grayscale,1,7372,0.006782419967444384,True,,"{'image_loading': 0.004054546356201172, 'message_generation': 0.0, 'compression': 0.0, 'encryption': 0.10738062858581543, 'embedding': 0.06470918655395508, 'quality_analysis': 0.002033233642578125, 'extraction': 0.0516204833984375, 'decryption_decompression': 0.11344599723815918}","(256, 256)",65536,50,4.063144940981576,27,943,974,0.0513347022587269,-18.48,1136,194,1168,0.017822265625,45.535464408711206,1.8177490234375,4.0,True,0.0,1.0,0.3432440757751465,,
20260116_212128,2026-01-16T21:21:56.070913,lena_256_100_DWT_DCT_grayscale,lena,256,256x256,100,DWT_DCT_grayscale,1,7372,0.013564839934888768,True,,"{'image_loading': 0.0, 'message_generation': 0.0, 'compression': 0.0, 'encryption': 0.11045646667480469, 'embedding': 0.05774879455566406, 'quality_analysis': 0.0, 'extraction': 0.04808545112609863, 'decryption_decompression': 0.11723828315734863}","(256, 256)",65536,100,4.172990526954634,54,1078,1136,0.0880281690140845,-10.36,1328,224,1360,0.020751953125,44.90326832351104,2.1025848388671875,4.0,True,0.0,1.0,0.333528995513916,,
20260116_212128,2026-01-16T21:21:56.405910,lena_256_250_DWT_DCT_grayscale,lena,256,256x256,250,DWT_DCT_grayscale,1,7372,0.03391209983722192,False,Decryption failed: Padding is incorrect.,"{'image_loading': 0.0018503665924072266, 'message_generation': 0.0, 'compression': 0.002012491226196289, 'encryption': 0.09994173049926758, 'embedding': 0.08490467071533203, 'quality_analysis': 0.002012014389038086, 'extraction': 0.05912303924560547}","(256, 256)",65536,250,4.410014710941875,140,1393,1537,0.16265452179570591,-5.148,1824,319,1856,0.0283203125,43.56255698297696,2.8630218505859375,5.0,,,,0.34984564781188965,,
20260116_212128,2026-01-16T21:21:56.755755,lena_256_500_DWT_DCT_grayscale,lena,256,256x256,500,DWT_DCT_grayscale,1,7372,0.06782419967444384,False,Decryption failed: PKCS#7 padding is incorrect.,"{'image_loading': 0.008046388626098633, 'message_generation': 0.0, 'compression': 0.0, 'encryption': 0.10629844665527344, 'embedding': 0.08242082595825195, 'quality_analysis': 0.001691579818725586, 'extraction': 0.06366515159606934}","(256, 256)",65536,500,4.397582645859516,278,1395,1677,0.2981514609421586,-2.354,2032,387,2064,0.031494140625,43.14938981406315,3.148773193359375,7.0,,,,0.36547088623046875,,
20260116_212128,2026-01-16T21:21:57.121226,lena_256_1000_DWT_DCT_grayscale,lena,256,256x256,1000,DWT_DCT_grayscale,1,7372,0.13564839934888767,False,Decryption failed: Padding is incorrect.,"{'image_loading': 0.0, 'message_generation': 0.0, 'compression': 0.0050203800201416016, 'encryption': 0.11114048957824707, 'embedding': 0.10314249992370605, 'quality_analysis': 0.0, 'extraction': 0.08757758140563965}","(256, 256)",65536,1000,4.408307615031233,556,1398,1958,0.5107252298263534,-0.958,2480,554,2512,0.038330078125,42.29400639775716,3.8342437744140625,7.0,,,,0.418804407119751,,
20260116_212128,2026-01-16T21:21:57.541265,lena_256_2500_DWT_DCT_grayscale,lena,256,256x256,2500,DWT_DCT_grayscale,1,7372,0.3391209983722192,False,Decryption failed: Padding is incorrect.,"{'image_loading': 0.003093719482421875, 'message_generation': 0.001031637191772461, 'compression': 0.0, 'encryption': 0.10478019714355469, 'embedding': 0.13009953498840332, 'quality_analysis': 0.0, 'extraction': 0.11215019226074219}","(256, 256)",65536,2500,4.419990944489446,1391,1407,2802,0.8922198429693077,-0.12080000000000002,3776,1006,3808,0.05810546875,40.48586303718926,5.8142547607421875,8.0,,,,0.4632084369659424,,
20260116_212128,2026-01-16T21:21:58.004813,lena_256_5000_DWT_DCT_grayscale,lena,256,256x256,5000,DWT_DCT_grayscale,1,7372,0.6782419967444384,False,Decryption failed: Padding is incorrect.,"{'image_loading': 0.0008747577667236328, 'message_generation': 0.0, 'compression': 0.0, 'encryption': 0.11393284797668457, 'embedding': 0.20343756675720215, 'quality_analysis': 0.002703428268432617, 'extraction': 0.1471560001373291}","(256, 256)",65536,5000,4.420564542645487,2780,1419,4203,1.1896264572924102,0.1594,5920,1749,5952,0.0908203125,38.57722300102074,9.023147583007812,11.0,,,,0.5683510303497314,,
20260116_212128,2026-01-16T21:21:58.573164,lena_256_10_DWT_DCT_color,lena,256,256x256,10,DWT_DCT_color,3,22118,0.0004521204448865178,True,,"{'image_loading': 0.010077953338623047, 'message_generation': 0.0, 'compression': 0.0, 'encryption': 0.11046719551086426, 'embedding': 0.033463239669799805, 'quality_analysis': 0.0, 'extraction': 0.03447151184082031, 'decryption_decompression': 0.1097259521484375}","(256, 256, 3)",196608,10,3.121928094887362,5,448,457,0.02188183807439825,-44.7,528,103,560,0.0028483072916666665,52.297764243883414,0.3837687174479167,4.0,True,0.0,1.0,0.2982058525085449,"[52.134359194261386, 52.09455950541426, 52.66437403197459]",0.2597409688532987
20260116_212128,2026-01-16T21:21:58.871369,lena_256_25_DWT_DCT_color,lena,256,256x256,25,DWT_DCT_color,3,22118,0.0011303011122162944,True,,"{'image_loading': 0.0, 'message_generation': 0.0, 'compression': 0.0, 'encryption': 0.11648988723754883, 'embedding': 0.06306719779968262, 'quality_analysis': 0.00429081916809082, 'extraction': 0.05283379554748535, 'decryption_decompression': 0.12190866470336914}","(256, 256, 3)",196608,25,3.753269689515107,13,718,735,0.034013605442176874,-28.4,848,145,880,0.004475911458333333,50.33110542596483,0.6047770182291666,4.0,True,0.0,1.0,0.35859036445617676,"[50.17486716020539, 49.965263476860414, 50.85318564082869]",0.37895403334456085
20260116_212128,2026-01-16T21:21:59.229960,lena_256_50_DWT_DCT_color,lena,256,256x256,50,DWT_DCT_color,3,22118,0.002260602224432589,True,,"{'image_loading': 0.003409862518310547, 'message_generation': 0.0, 'compression': 0.0, 'encryption': 0.1159660816192627, 'embedding': 0.06098747253417969, 'quality_analysis': 0.002010822296142578, 'extraction': 0.061939239501953125, 'decryption_decompression': 0.14784669876098633}","(256, 256, 3)",196608,50,4.063144940981576,27,943,974,0.0513347022587269,-18.48,1136,194,1168,0.005940755208333333,49.04999852764336,0.8120880126953125,4.0,True,0.0,1.0,0.39216017723083496,"[48.72612454977933, 48.860505267631794, 49.563365765518945]",0.36712757548809016
20260116_212128,2026-01-16T21:21:59.637626,lena_256_100_DWT_DCT_color,lena,256,256x256,100,DWT_DCT_color,3,22118,0.004521204448865178,True,,"{'image_loading': 0.0027930736541748047, 'message_generation': 0.0, 'compression': 0.00201416015625, 'encryption': 0.12939071655273438, 'embedding': 0.06953191757202148, 'quality_analysis': 0.0020172595977783203, 'extraction': 0.05936312675476074, 'decryption_decompression': 0.1029517650604248}","(256, 256, 3)",196608,100,4.172990526954634,54,1078,1136,0.0880281690140845,-10.36,1328,224,1360,0.006917317708333333,48.37616518555958,0.950286865234375,4.0,True,0.0,1.0,0.36806201934814453,"[47.945486373876136, 48.16793951708425, 49.015069665718336]",0.46081127829513596
20260116_212128,2026-01-16T21:22:00.005688,lena_256_250_DWT_DCT_color,lena,256,256x256,250,DWT_DCT_color,3,22118,0.011303011122162945,True,,"{'image_loading': 0.0040438175201416016, 'message_generation': 0.0, 'compression': 0.002276897430419922, 'encryption': 0.1013174057006836, 'embedding': 0.07874584197998047, 'quality_analysis': 0.004022836685180664, 'extraction': 0.07942557334899902, 'decryption_decompression': 0.11593151092529297}","(256, 256, 3)",196608,250,4.410014710941875,140,1393,1537,0.16265452179570591,-5.148,1824,319,1856,0.009440104166666666,47.07824497275366,1.2809193929036458,4.0,True,0.0,1.0,0.38576388359069824,"[46.89956185022898, 46.64109283840049, 47.69408022963152]",0.44806350385427873
20260116_212128,2026-01-16T21:22:00.391452,lena_256_500_DWT_DCT_color,lena,256,256x256,500,DWT_DCT_color,3,22118,0.02260602224432589,True,,"{'image_loading': 0.0, 'message_generation': 0.0, 'compression': 0.0, 'encryption': 0.1155085563659668, 'embedding': 0.09737372398376465, 'quality_analysis': 0.0, 'extraction': 0.08034324645996094, 'decryption_decompression': 0.1029047966003418}","(256, 256, 3)",196608,500,4.397582645859516,278,1395,1677,0.2981514609421586,-2.354,2032,387,2064,0.010498046875,46.67203434698777,1.4056752522786458,4.0,True,0.0,1.0,0.3961303234100342,"[46.3201227826248, 46.42981122206549, 47.26616903627303]",0.42249647745734586
20260116_212128,2026-01-16T21:22:00.787582,lena_256_1000_DWT_DCT_color,lena,256,256x256,1000,DWT_DCT_color,3,22118,0.04521204448865178,True,,"{'image_loading': 0.006021976470947266, 'message_generation': 0.0, 'compression': 0.002010822296142578, 'encryption': 0.10008788108825684, 'embedding': 0.11206221580505371, 'quality_analysis': 0.00351715087890625, 'extraction': 0.09540939331054688, 'decryption_decompression': 0.10935401916503906}","(256, 256, 3)",196608,1000,4.408307615031233,556,1398,1958,0.5107252298263534,-0.958,2480,554,2512,0.012776692708333334,45.7147757679604,1.751678466796875,4.0,True,0.0,1.0,0.4284634590148926,"[45.37587501363359, 45.48360654509877, 46.28484574514882]",0.4054925851247005
20260116_212128,2026-01-16T21:22:01.216046,lena_256_2500_DWT_DCT_color,lena,256,256x256,2500,DWT_DCT_color,3,22118,0.11303011122162944,True,,"{'image_loading': 0.005515336990356445, 'message_generation': 0.0, 'compression': 0.0, 'encryption': 0.10557413101196289, 'embedding': 0.14400315284729004, 'quality_analysis': 0.002717733383178711, 'extraction': 0.13483095169067383, 'decryption_decompression': 0.11903977394104004}","(256, 256, 3)",196608,2500,4.419990944489446,1391,1407,2802,0.8922198429693077,-0.12080000000000002,3776,1006,3808,0.019368489583333332,43.9513681903818,2.628631591796875,4.0,True,0.0,1.0,0.511681079864502,"[43.62806625960725, 43.7136135499474, 44.51242476159074]",0.3982611720916195
20260116_212128,2026-01-16T21:22:01.727727,lena_256_5000_DWT_DCT_color,lena,256,256x256,5000,DWT_DCT_color,3,22118,0.22606022244325888,True,,"{'image_loading': 0.0030460357666015625, 'message_generation': 0.0, 'compression': 0.0, 'encryption': 0.10712456703186035, 'embedding': 0.21929287910461426, 'quality_analysis': 0.0030298233032226562, 'extraction': 0.21390080451965332, 'decryption_decompression': 0.12268972396850586}","(256, 256, 3)",196608,5000,4.420564542645487,2780,1419,4203,1.1896264572924102,0.1594,5920,1749,5952,0.0302734375,42.007010777818024,4.1144561767578125,4.0,True,0.0,1.0,0.669083833694458,"[41.6788472150187, 41.75032505981331, 42.59186005862206]",0.4145791291714763
20260116_212128,2026-01-16T21:22:02.396811,lena_256_10000_DWT_DCT_color,lena,256,256x256,10000,DWT_DCT_color,3,22118,0.45212044488651776,True,,"{'image_loading': 0.006415843963623047, 'message_generation': 0.0028095245361328125, 'compression': 0.0011479854583740234, 'encryption': 0.10050058364868164, 'embedding': 0.34664106369018555, 'quality_analysis': 0.005572080612182617, 'extraction': 0.33147382736206055, 'decryption_decompression': 0.11375737190246582}","(256, 256, 3)",196608,10000,4.4195894502073365,5558,1431,6993,1.43000143000143,0.30069999999999997,10192,3231,10224,0.052001953125,39.816990366804625,6.8152720133463545,8.0,True,0.0,1.0,0.908318281173706,"[39.5130602922417, 39.5090809389032, 40.42882986926899]",0.43263891132993226
20260116_212128,2026-01-16T21:22:03.305129,baboon_256_10_DWT_DCT_grayscale,baboon,256,256x256,10,DWT_DCT_grayscale,1,7372,0.0013564839934888768,True,,"{'image_loading': 0.0, 'message_generation': 0.0, 'compression': 0.0, 'encryption': 0.11571884155273438, 'embedding': 0.035025835037231445, 'quality_analysis': 0.0, 'extraction': 0.029639720916748047, 'decryption_decompression': 0.10897684097290039}","(256, 256)",65536,10,3.121928094887362,5,448,457,0.02188183807439825,-44.7,528,103,560,0.008544921875,47.9519045983566,1.04205322265625,6.0,True,0.0,1.0,0.28936123847961426,,
20260116_212128,2026-01-16T21:22:03.594490,baboon_256_25_DWT_DCT_grayscale,baboon,256,256x256,25,DWT_DCT_grayscale,1,7372,0.003391209983722192,True,,"{'image_loading': 0.008600473403930664, 'message_generation': 0.0, 'compression': 0.0, 'encryption': 0.10128593444824219, 'embedding': 0.04249310493469238, 'quality_analysis': 0.002711772918701172, 'extraction': 0.03777313232421875, 'decryption_decompression': 0.10695672035217285}","(256, 256)",65536,25,3.753269689515107,13,718,735,0.034013605442176874,-28.4,848,145,880,0.013427734375,45.98859394340133,1.6376495361328125,6.0,True,0.0,1.0,0.299821138381958,,
20260116_212128,2026-01-16T21:22:03.894311,baboon_256_50_DWT_DCT_grayscale,baboon,256,256x256,50,DWT_DCT_grayscale,1,7372,0.006782419967444384,True,,"{'image_loading': 0.0051212310791015625, 'message_generation': 0.0, 'compression': 0.0, 'encryption': 0.13817954063415527, 'embedding': 0.05878162384033203, 'quality_analysis': 0.0, 'extraction': 0.04489612579345703, 'decryption_decompression': 0.10318326950073242}","(256, 256)",65536,50,4.063144940981576,27,943,974,0.0513347022587269,-18.48,1136,194,1168,0.017822265625,44.68650786752919,2.2101898193359375,6.0,True,0.0,1.0,0.3501617908477783,,
20260116_212128,2026-01-16T21:22:04.244473,baboon_256_100_DWT_DCT_grayscale,baboon,256,256x256,100,DWT_DCT_grayscale,1,7372,0.013564839934888768,True,,"{'image_loading': 0.0, 'message_generation': 0.0, 'compression': 0.0, 'encryption': 0.11188387870788574, 'embedding': 0.06194162368774414, 'quality_analysis': 0.001873016357421875, 'extraction': 0.05943465232849121, 'decryption_decompression': 0.11443543434143066}","(256, 256)",65536,100,4.172990526954634,54,1078,1136,0.0880281690140845,-10.36,1328,224,1360,0.020751953125,44.014089791517705,2.5803070068359375,6.0,True,0.0,1.0,0.34956860542297363,,
20260116_212128,2026-01-16T21:22:04.594042,baboon_256_250_DWT_DCT_grayscale,baboon,256,256x256,250,DWT_DCT_grayscale,1,7372,0.03391209983722192,False,Decryption failed: Padding is incorrect.,"{'image_loading': 0.006520986557006836, 'message_generation': 0.0, 'compression': 0.0, 'encryption': 0.13862013816833496, 'embedding': 0.08166861534118652, 'quality_analysis': 0.0, 'extraction': 0.06049799919128418}","(256, 256)",65536,250,4.410014710941875,140,1393,1537,0.16265452179570591,-5.148,1824,319,1856,0.0283203125,42.70771030152336,3.4858551025390625,6.0,,,,0.39034509658813477,,
20260116_212128,2026-01-16T21:22:04.984387,baboon_256_500_DWT_DCT_grayscale,baboon,256,256x256,500,DWT_DCT_grayscale,1,7372,0.06782419967444384,False,Decryption failed: 'utf-8' codec can't decode byte 0xd8 in position 1809: invalid continuation byte,"{'image_loading': 0.003336191177368164, 'message_generation': 0.0, 'compression': 0.0, 'encryption': 0.11708307266235352, 'embedding': 0.08478426933288574, 'quality_analysis': 0.0, 'extraction': 0.06801581382751465}","(256, 256)",65536,500,4.397582645859516,278,1395,1677,0.2981514609421586,-2.354,2032,387,2064,0.031494140625,42.3335047959468,3.799530029296875,9.0,,,,0.3903532028198242,,
20260116_212128,2026-01-16T21:22:05.374740,baboon_256_1000_DWT_DCT_grayscale,baboon,256,256x256,1000,DWT_DCT_grayscale,1,7372,0.13564839934888767,False,Decryption failed: Padding is incorrect.,"{'image_loading': 0.0031239986419677734, 'message_generation': 0.0, 'compression': 0.0, 'encryption': 0.11051535606384277, 'embedding': 0.0931539535522461, 'quality_analysis': 0.0, 'extraction': 0.07299327850341797}","(256, 256)",65536,1000,4.408307615031233,556,1398,1958,0.5107252298263534,-0.958,2480,554,2512,0.038330078125,41.53154764463139,4.570098876953125,9.0,,,,0.38019490242004395,,
20260116_212128,2026-01-16T21:22:05.754935,baboon_256_2500_DWT_DCT_grayscale,baboon,256,256x256,2500,DWT_DCT_grayscale,1,7372,0.3391209983722192,False,Decryption failed: Padding is incorrect.,"{'image_loading': 0.006524562835693359, 'message_generation': 0.0, 'compression': 0.0, 'encryption': 0.1064765453338623, 'embedding': 0.13845157623291016, 'quality_analysis': 0.0, 'extraction': 0.1066596508026123}","(256, 256)",65536,2500,4.419990944489446,1391,1407,2802,0.8922198429693077,-0.12080000000000002,3776,1006,3808,0.05810546875,39.690856646972826,6.98223876953125,11.0,,,,0.4648101329803467,,
20260116_212128,2026-01-16T21:22:06.219745,baboon_256_5000_DWT_DCT_grayscale,baboon,256,256x256,5000,DWT_DCT_grayscale,1,7372,0.6782419967444384,False,Decryption failed: Padding is incorrect.,"{'image_loading': 0.007094860076904297, 'message_generation': 0.0, 'compression': 0.0, 'encryption': 0.11284852027893066, 'embedding': 0.16852903366088867, 'quality_analysis': 0.0, 'extraction': 0.15189003944396973}","(256, 256)",65536,5000,4.420564542645487,2780,1419,4203,1.1896264572924102,0.1594,5920,1749,5952,0.0908203125,37.80433987146387,10.780685424804688,14.0,,,,0.550957202911377,,
20260116_212128,2026-01-16T21:22:06.770702,baboon_256_10_DWT_DCT_color,baboon,256,256x256,10,DWT_DCT_color,3,22118,0.0004521204448865178,True,,"{'image_loading': 0.0, 'message_generation': 0.0, 'compression': 0.0, 'encryption': 0.10987305641174316, 'embedding': 0.03390622138977051, 'quality_analysis': 0.005418300628662109, 'extraction': 0.030136823654174805, 'decryption_decompression': 0.10395002365112305}","(256, 256, 3)",196608,10,3.121928094887362,5,448,457,0.02188183807439825,-44.7,528,103,560,0.0028483072916666665,52.091462123724135,0.4024454752604167,4.0,True,0.0,1.0,0.28328442573547363,"[51.7290583684316, 52.2424808873319, 52.30284711540889]",0.25744045494140416
20260116_212128,2026-01-16T21:22:07.053987,baboon_256_25_DWT_DCT_color,baboon,256,256x256,25,DWT_DCT_color,3,22118,0.0011303011122162944,False,Decryption failed: 'utf-8' codec can't decode byte 0xf3 in position 772: invalid continuation byte,"{'image_loading': 0.0031871795654296875, 'message_generation': 0.0020093917846679688, 'compression': 0.0, 'encryption': 0.09660792350769043, 'embedding': 0.035538673400878906, 'quality_analysis': 0.012032508850097656, 'extraction': 0.03663516044616699}","(256, 256, 3)",196608,25,3.753269689515107,13,718,735,0.034013605442176874,-28.4,848,145,880,0.004475911458333333,50.279347216459854,0.6103108723958334,4.0,,,,0.29137492179870605,"[50.01529163070825, 50.407285658974025, 50.41546435969729]",0.18674534721798397
20260116_212128,2026-01-16T21:22:07.345361,baboon_256_50_DWT_DCT_color,baboon,256,256x256,50,DWT_DCT_color,3,22118,0.002260602224432589,True,,"{'image_loading': 0.004675626754760742, 'message_generation': 0.0, 'compression': 0.0, 'encryption': 0.10442590713500977, 'embedding': 0.06092548370361328, 'quality_analysis': 0.007475852966308594, 'extraction': 0.06678557395935059, 'decryption_decompression': 0.10279345512390137}","(256, 256, 3)",196608,50,4.063144940981576,27,943,974,0.0513347022587269,-18.48,1136,194,1168,0.005940755208333333,49.06863549363294,0.8060201009114584,4.0,True,0.0,1.0,0.34708189964294434,"[48.93570383496601, 49.075519401327256, 49.19468324460557]",0.10583989415833493
20260116_212128,2026-01-16T21:22:07.692443,baboon_256_100_DWT_DCT_color,baboon,256,256x256,100,DWT_DCT_color,3,22118,0.004521204448865178,False,Decryption failed: 'utf-8' codec can't decode byte 0xc2 in position 767: invalid continuation byte,"{'image_loading': 0.0016179084777832031, 'message_generation': 0.0, 'compression': 0.0, 'encryption': 0.0955960750579834, 'embedding': 0.0676732063293457, 'quality_analysis': 0.0, 'extraction': 0.07086658477783203}","(256, 256, 3)",196608,100,4.172990526954634,54,1078,1136,0.0880281690140845,-10.36,1328,224,1360,0.006917317708333333,48.487175982665654,0.92138671875,4.0,,,,0.33196425437927246,"[48.373297411272006, 48.56769330825788, 48.52053722846706]",0.08279360173468475
20260116_212128,2026-01-16T21:22:08.024408,baboon_256_250_DWT_DCT_color,baboon,256,256x256,250,DWT_DCT_color,3,22118,0.011303011122162945,True,,"{'image_loading': 0.009230852127075195, 'message_generation': 0.0, 'compression': 0.0, 'encryption': 0.10576653480529785, 'embedding': 0.0849454402923584, 'quality_analysis': 0.0, 'extraction': 0.09871459007263184, 'decryption_decompression': 0.10171151161193848}","(256, 256, 3)",196608,250,4.410014710941875,140,1393,1537,0.16265452179570591,-5.148,1824,319,1856,0.009440104166666666,47.10958799990184,1.2655080159505208,4.0,True,0.0,1.0,0.40036892890930176,"[46.99962575444958, 47.26302047985523, 47.066117765400726]",0.11183750506446312
20260116_212128,2026-01-16T21:22:08.424776,baboon_256_500_DWT_DCT_color,baboon,256,256x256,500,DWT_DCT_color,3,22118,0.02260602224432589,False,Decryption failed: 'utf-8' codec can't decode byte 0xee in position 772: invalid continuation byte,"{'image_loading': 0.008089303970336914, 'message_generation': 0.0, 'compression': 0.0, 'encryption': 0.10903525352478027, 'embedding': 0.09547948837280273, 'quality_analysis': 0.0024576187133789062, 'extraction': 0.0815272331237793}","(256, 256, 3)",196608,500,4.397582645859516,278,1395,1677,0.2981514609421586,-2.354,2032,387,2064,0.010498046875,46.69180326858244,1.3931884765625,4.0,,,,0.3982353210449219,"[46.55467897577394, 46.7486442230675, 46.77208660690586]",0.09743267794971187
20260116_212128,2026-01-16T21:22:08.823012,baboon_256_1000_DWT_DCT_color,baboon,256,256x256,1000,DWT_DCT_color,3,22118,0.04521204448865178,False,Decryption failed: 'utf-8' codec can't decode byte 0xc1 in position 768: invalid start byte,"{'image_loading': 0.008478641510009766, 'message_generation': 0.0, 'compression': 0.0, 'encryption': 0.10908055305480957, 'embedding': 0.1136620044708252, 'quality_analysis': 0.004146575927734375, 'extraction': 0.10300087928771973}","(256, 256, 3)",196608,1000,4.408307615031233,556,1398,1958,0.5107252298263534,-0.958,2480,554,2512,0.012776692708333334,45.86898203112972,1.6837361653645833,4.0,,,,0.4503645896911621,"[45.75188578692476, 45.96832769204959, 45.88673261441479]",0.08924904099853387
20260116_212128,2026-01-16T21:22:09.273377,baboon_256_2500_DWT_DCT_color,baboon,256,256x256,2500,DWT_DCT_color,3,22118,0.11303011122162944,False,Decryption failed: 'utf-8' codec can't decode byte 0xc2 in position 767: invalid continuation byte,"{'image_loading': 0.0, 'message_generation': 0.0, 'compression': 0.008345603942871094, 'encryption': 0.10244202613830566, 'embedding': 0.13704967498779297, 'quality_analysis': 0.008039712905883789, 'extraction': 0.13016724586486816}","(256, 256, 3)",196608,2500,4.419990944489446,1391,1407,2802,0.8922198429693077,-0.12080000000000002,3776,1006,3808,0.019368489583333332,44.0241841607452,2.57440185546875,4.0,,,,0.4830615520477295,"[43.98909597791683, 44.01082937046553, 44.07262713385326]",0.0353848020161157
20260116_212128,2026-01-16T21:22:09.756438,baboon_256_5000_DWT_DCT_color,baboon,256,256x256,5000,DWT_DCT_color,3,22118,0.22606022244325888,False,Decryption failed: 'utf-8' codec can't decode byte 0xa4 in position 768: invalid start byte,"{'image_loading': 0.008020877838134766, 'message_generation': 0.0, 'compression': 0.0, 'encryption': 0.1133582592010498, 'embedding': 0.20899009704589844, 'quality_analysis': 0.0023262500762939453, 'extraction': 0.21498727798461914}","(256, 256, 3)",196608,5000,4.420564542645487,2780,1419,4203,1.1896264572924102,0.1594,5920,1749,5952,0.0302734375,42.13009920425099,3.9818827311197915,4.0,,,,0.655001163482666,"[42.08356297039767, 42.18029810226349, 42.1264365400918]",0.03957678415293198
20260116_212128,2026-01-16T21:22:10.413451,baboon_256_10000_DWT_DCT_color,baboon,256,256x256,10000,DWT_DCT_color,3,22118,0.45212044488651776,False,Decryption failed: 'utf-8' codec can't decode byte 0x98 in position 770: invalid start byte,"{'image_loading': 0.004021883010864258, 'message_generation': 0.0, 'compression': 0.0037539005279541016, 'encryption': 0.11208581924438477, 'embedding': 0.36255502700805664, 'quality_analysis': 0.0, 'extraction': 0.34058165550231934}","(256, 256, 3)",196608,10000,4.4195894502073365,5558,1431,6993,1.43000143000143,0.30069999999999997,10192,3231,10224,0.052001953125,39.88486490408918,6.6773681640625,8.0,,,,0.925295352935791,"[39.841950147506, 39.91676473494814, 39.895879829813396]",0.03152038562652199
20260116_212128,2026-01-16T21:22:11.338746,peppers_256_10_DWT_DCT_grayscale,peppers,256,256x256,10,DWT_DCT_grayscale,1,7372,0.0013564839934888768,True,,"{'image_loading': 0.003369569778442383, 'message_generation': 0.0, 'compression': 0.0, 'encryption': 0.09767889976501465, 'embedding': 0.038170814514160156, 'quality_analysis': 0.0028400421142578125, 'extraction': 0.023693323135375977, 'decryption_decompression': 0.11327052116394043}","(256, 256)",65536,10,3.121928094887362,5,448,457,0.02188183807439825,-44.7,528,103,560,0.008544921875,47.699597136927274,1.1043853759765625,6.0,True,0.0,1.0,0.2790231704711914,,
20260116_212128,2026-01-16T21:22:11.620182,peppers_256_25_DWT_DCT_grayscale,peppers,256,256x256,25,DWT_DCT_grayscale,1,7372,0.003391209983722192,True,,"{'image_loading': 0.0010979175567626953, 'message_generation': 0.0, 'compression': 0.0, 'encryption': 0.12145709991455078, 'embedding': 0.05182242393493652, 'quality_analysis': 0.002968311309814453, 'extraction': 0.03925657272338867, 'decryption_decompression': 0.10441064834594727}","(256, 256)",65536,25,3.753269689515107,13,718,735,0.034013605442176874,-28.4,848,145,880,0.013427734375,45.60214150514759,1.7900543212890625,6.0,True,0.0,1.0,0.3210129737854004,,
20260116_212128,2026-01-16T21:22:11.941195,peppers_256_50_DWT_DCT_grayscale,peppers,256,256x256,50,DWT_DCT_grayscale,1,7372,0.006782419967444384,True,,"{'image_loading': 0.0, 'message_generation': 0.0, 'compression': 0.0, 'encryption': 0.0954897403717041, 'embedding': 0.057851552963256836, 'quality_analysis': 0.0, 'extraction': 0.04567074775695801, 'decryption_decompression': 0.09653973579406738}","(256, 256)",65536,50,4.063144940981576,27,943,974,0.0513347022587269,-18.48,1136,194,1168,0.017822265625,44.46997285206343,2.32318115234375,6.0,True,0.0,1.0,0.29555177688598633,,
